参考stress(eV/Å³)	计算stress(eV/Å³)
-0.0037085839	0.0110420066
0.0007893486	0.0041579371
-0.0037085839	0.0110420066
0.0287006052	-0.0045326808
-0.0342647488	-0.0236503202
0.0007893486	0.0041579371
-0.0342647488	-0.0236503202
-0.0099399187	-0.0320590932
0.0205468614	-0.0124316497
-0.0022398698	0.0137994258
-0.0283800830	-0.0207045581
-0.0022398698	0.0137994258
0.0234458425	-0.0101769074
0.0006332743	0.0030254036
-0.0283800830	-0.0207045581
0.0006332743	0.0030254036
-0.0389915790	-0.0547951544
0.0289231369	-0.0068184043
-0.0030640837	0.0128692665
-0.0254193062	-0.0184043815
-0.0030640837	0.0128692665
0.0266157308	-0.0076240046
0.0108392184	0.0113307843
-0.0254193062	-0.0184043815
0.0108392184	0.0113307843
-0.0210969432	-0.0431100663
0.0305487137	-0.0032698801
-0.0044878133	0.0104268135
-0.0065877737	-0.0066132642
-0.0044878133	0.0104268135
0.0338471238	-0.0016654593
0.0216955828	0.0153461009
-0.0065877737	-0.0066132642
0.0216955828	0.0153461009
-0.0127885208	-0.0369219151
0.0208553000	-0.0149793283
-0.0057197474	0.0112597868
-0.0025278192	-0.0009890975
-0.0057197474	0.0112597868
0.0185222396	-0.0139951421
-0.0222616754	-0.0167875979
-0.0025278192	-0.0009890975
-0.0222616754	-0.0167875979
-0.0359861330	-0.0517885565
0.0184958720	-0.0139278991
-0.0007826423	0.0151419025
-0.0023116324	-0.0031753042
-0.0007826423	0.0151419025
0.0188440955	-0.0140499176
-0.0088830491	-0.0085718523
-0.0023116324	-0.0031753042
-0.0088830491	-0.0085718523
-0.0378145279	-0.0518979390
0.0354487818	0.0017269817
-0.0036564934	0.0158351798
-0.0044439107	-0.0022979940
-0.0036564934	0.0158351798
0.0354921041	0.0017243903
-0.0034884365	-0.0016180826
-0.0044439107	-0.0022979940
-0.0034884365	-0.0016180826
-0.0176418027	-0.0349439038
0.0243753804	-0.0081195103
-0.0032007706	0.0122011545
-0.0115945725	-0.0047541859
-0.0032007706	0.0122011545
0.0207069681	-0.0129445101
-0.0045625521	-0.0006018774
-0.0115945725	-0.0047541859
-0.0045625521	-0.0006018774
-0.0362795464	-0.0525931895
0.0156561969	-0.0175360696
-0.0020732828	0.0141916451
-0.0155465984	-0.0121335007
-0.0020732828	0.0141916451
0.0179185436	-0.0148392345
0.0087669964	0.0083913183
-0.0155465984	-0.0121335007
0.0087669964	0.0083913183
-0.0324394464	-0.0522273063
0.0243684809	-0.0127146884
-0.0013692375	0.0145988562
-0.0077480297	-0.0046020717
-0.0013692375	0.0145988562
0.0208456453	-0.0141017691
0.0131153370	0.0108388463
-0.0077480297	-0.0046020717
0.0131153370	0.0108388463
-0.0399836865	-0.0547447277
0.0272261386	-0.0073194315
-0.0012091885	0.0149688383
-0.0088907876	-0.0081471778
-0.0012091885	0.0149688383
0.0242207557	-0.0096663063
0.0168843760	0.0129684916
-0.0088907876	-0.0081471778
0.0168843760	0.0129684916
-0.0257107920	-0.0449676077
0.0223690735	-0.0122823704
-0.0001812805	0.0147864605
-0.0040888277	-0.0011964169
-0.0001812805	0.0147864605
0.0264329103	-0.0085906650
-0.0005869630	0.0009057991
-0.0040888277	-0.0011964169
-0.0005869630	0.0009057991
-0.0237758113	-0.0460893685
0.0247934263	-0.0093011336
0.0017505114	0.0154180853
-0.0425515255	-0.0311481730
0.0017505114	0.0154180853
0.0260393341	-0.0079815252
0.0106338689	0.0101857353
-0.0425515255	-0.0311481730
0.0106338689	0.0101857353
-0.0153298078	-0.0379437507
0.0199843644	-0.0123757186
0.0004083048	0.0171549383
-0.0419861056	-0.0310586390
0.0004083048	0.0171549383
0.0253035070	-0.0098220187
0.0005938816	0.0028688127
-0.0419861056	-0.0310586390
0.0005938816	0.0028688127
-0.0259712607	-0.0477183004
0.0243250310	-0.0105687313
-0.0035408154	0.0137784006
-0.0173911761	-0.0119626231
-0.0035408154	0.0137784006
0.0249806489	-0.0101329017
-0.0156713556	-0.0100266539
-0.0173911761	-0.0119626231
-0.0156713556	-0.0100266539
-0.0337270029	-0.0488082867
0.0314790665	-0.0032550934
-0.0001163042	0.0152069247
-0.0133295545	-0.0105654749
-0.0001163042	0.0152069247
0.0219753902	-0.0106803966
0.0183643969	0.0129523115
-0.0133295545	-0.0105654749
0.0183643969	0.0129523115
-0.0100013405	-0.0367295002
0.0224140783	-0.0109290696
0.0037864052	0.0191668255
-0.0021841334	-0.0029022567
0.0037864052	0.0191668255
0.0189093676	-0.0124112841
-0.0079983461	-0.0056169238
-0.0021841334	-0.0029022567
-0.0079983461	-0.0056169238
-0.0205754463	-0.0419567057
0.0171341470	-0.0159071899
-0.0035961301	0.0131655719
0.0003905426	-0.0022140949
-0.0035961301	0.0131655719
0.0193285339	-0.0151385059
0.0177088617	0.0118386418
0.0003905426	-0.0022140949
0.0177088617	0.0118386418
-0.0375917559	-0.0531005129
0.0193837786	-0.0132312861
0.0010776386	0.0155675599
0.0098075566	0.0097564049
0.0010776386	0.0155675599
0.0253976756	-0.0087047703
-0.0178823827	-0.0101317852
0.0098075566	0.0097564049
-0.0178823827	-0.0101317852
-0.0145098237	-0.0361010920
0.0286850474	-0.0005764071
0.0128049723	0.0264398980
0.0061045583	0.0028819579
0.0128049723	0.0264398980
0.0281126427	-0.0005790249
0.0187969380	0.0122012741
0.0061045583	0.0028819579
0.0187969380	0.0122012741
-0.0221930865	-0.0330906247
0.0349476264	0.0038527554
0.0137440962	0.0272373915
-0.0357740931	-0.0269611582
0.0137440962	0.0272373915
0.0276153773	-0.0011363893
0.0090747051	0.0106724642
-0.0357740931	-0.0269611582
0.0090747051	0.0106724642
-0.0191905664	-0.0350874694
0.0282183748	-0.0011383031
0.0155618157	0.0292523012
-0.0044158865	-0.0002130390
0.0155618157	0.0292523012
0.0252899143	-0.0029653882
-0.0117645386	-0.0067297390
-0.0044158865	-0.0002130390
-0.0117645386	-0.0067297390
-0.0227770785	-0.0377593853
0.0295309041	-0.0025564089
0.0125023414	0.0269124031
0.0023178830	-0.0019318483
0.0125023414	0.0269124031
0.0246861385	-0.0052048149
0.0325377866	0.0239904943
0.0023178830	-0.0019318483
0.0325377866	0.0239904943
-0.0468925692	-0.0510840788
0.0230495121	-0.0046653772
0.0140609870	0.0273931639
-0.0363900176	-0.0281909069
0.0140609870	0.0273931639
0.0211436843	-0.0062108760
0.0175934621	0.0172118105
-0.0363900176	-0.0281909069
0.0175934621	0.0172118105
-0.0495804991	-0.0522323774
0.0285143510	-0.0004296141
0.0114227535	0.0270618123
-0.0151294147	-0.0094902833
0.0114227535	0.0270618123
0.0271255439	-0.0024197026
-0.0081288944	-0.0033232893
-0.0151294147	-0.0094902833
-0.0081288944	-0.0033232893
-0.0282253531	-0.0381339847
0.0267946581	-0.0025092685
0.0151194002	0.0270788522
-0.0163212811	-0.0149979089
0.0151194002	0.0270788522
0.0228889205	-0.0032038532
0.0410113981	0.0326113383
-0.0163212811	-0.0149979089
0.0410113981	0.0326113383
-0.0279167846	-0.0377601987
0.0354041918	0.0031534407
0.0122386577	0.0263108216
0.0094070777	0.0101157188
0.0122386577	0.0263108216
0.0297544872	0.0001385468
-0.0255549335	-0.0185379315
0.0094070777	0.0101157188
-0.0255549335	-0.0185379315
-0.0307254065	-0.0402674072
0.0290599923	0.0012624097
0.0129805815	0.0280805461
-0.0094533716	-0.0036061543
0.0129805815	0.0280805461
0.0236633891	-0.0028881625
-0.0272694691	-0.0181333413
-0.0094533716	-0.0036061543
-0.0272694691	-0.0181333413
-0.0185632432	-0.0325412228
0.0265986243	-0.0030120438
0.0118674218	0.0279996714
0.0275383716	0.0200110856
0.0118674218	0.0279996714
0.0256680638	-0.0039245845
0.0035650270	0.0004916587
0.0275383716	0.0200110856
0.0035650270	0.0004916587
-0.0369790342	-0.0439385472
0.0407813346	0.0107507048
0.0123365128	0.0289237038
-0.0047506362	-0.0025087071
0.0123365128	0.0289237038
0.0408764935	0.0107436547
-0.0030941366	-0.0013353876
-0.0047506362	-0.0025087071
-0.0030941366	-0.0013353876
-0.0282017041	-0.0319267234
0.0237053669	-0.0050945155
0.0127277682	0.0266055707
-0.0258408388	-0.0200667233
0.0127277682	0.0266055707
0.0213427962	-0.0067873293
0.0035341356	0.0046743519
-0.0258408388	-0.0200667233
0.0035341356	0.0046743519
-0.0422475415	-0.0456002628
0.0193948483	-0.0071287203
0.0134419776	0.0288704207
-0.0263775693	-0.0209107674
0.0134419776	0.0288704207
0.0266050401	-0.0024627160
0.0084021217	0.0089339143
-0.0263775693	-0.0209107674
0.0084021217	0.0089339143
-0.0323705061	-0.0408978299
0.0237273998	-0.0052093510
0.0117324986	0.0273864755
0.0052825736	0.0048222856
0.0117324986	0.0273864755
0.0243679497	-0.0046251642
0.0001954503	0.0034464074
0.0052825736	0.0048222856
0.0001954503	0.0034464074
-0.0262862070	-0.0365997813
0.0254836938	-0.0054294350
0.0145553337	0.0302542303
-0.0054536131	-0.0002825081
0.0145553337	0.0302542303
0.0296579803	-0.0018500749
-0.0398732150	-0.0281225277
-0.0054536131	-0.0002825081
-0.0398732150	-0.0281225277
-0.0376764958	-0.0444159797
0.0291200109	-0.0037226982
0.0106230448	0.0257249864
0.0037798751	0.0009606161
0.0106230448	0.0257249864
0.0294447168	-0.0031148251
-0.0081275891	-0.0112938848
0.0037798751	0.0009606161
-0.0081275891	-0.0112938848
-0.0508491760	-0.0514019545
0.0181328999	-0.0128591568
0.0127060959	0.0283679699
-0.0053495141	-0.0050103542
0.0127060959	0.0283679699
0.0240596027	-0.0063022651
-0.0032331295	-0.0025239096
-0.0053495141	-0.0050103542
-0.0032331295	-0.0025239096
-0.0447272207	-0.0475451126
0.0261565615	-0.0030266171
0.0126927814	0.0266982584
-0.0163648964	-0.0118089588
0.0126927814	0.0266982584
0.0270567605	-0.0030545814
0.0026225485	0.0029824746
-0.0163648964	-0.0118089588
0.0026225485	0.0029824746
-0.0380984303	-0.0467136643
0.0313482934	-0.0002926756
0.0151565188	0.0270665969
-0.0285066273	-0.0212370162
0.0151565188	0.0270665969
0.0295690837	-0.0010561294
0.0013779989	0.0026229462
-0.0285066273	-0.0212370162
0.0013779989	0.0026229462
-0.0245321252	-0.0374361127
0.0237189041	-0.0041191204
0.0116109701	0.0258203018
-0.0192397541	-0.0126653763
0.0116109701	0.0258203018
0.0301335107	0.0002917565
0.0088920317	0.0078861889
-0.0192397541	-0.0126653763
0.0088920317	0.0078861889
-0.0371586527	-0.0453217713
0.0277982724	-0.0013869260
0.0110101565	0.0232227271
-0.0019522343	0.0000540413
0.0110101565	0.0232227271
0.0227959468	-0.0053449138
0.0022528352	0.0037761911
-0.0019522343	0.0000540413
0.0022528352	0.0037761911
-0.0330081536	-0.0406658873
0.0320989086	0.0002217107
0.0094126696	0.0235929848
0.0214143118	0.0186846232
0.0094126696	0.0235929848
0.0265607083	-0.0031325313
-0.0009146986	-0.0030747440
0.0214143118	0.0186846232
-0.0009146986	-0.0030747440
-0.0443838979	-0.0504679470
0.0305081605	0.0001628821
0.0123647165	0.0241401805
-0.0118923262	-0.0123742324
0.0123647165	0.0241401805
0.0314487164	0.0001257334
0.0081761975	0.0018535738
-0.0118923262	-0.0123742324
0.0081761975	0.0018535738
-0.0158039140	-0.0307661324
0.0227661677	-0.0066989767
0.0125729061	0.0255412449
-0.0260722762	-0.0182199841
0.0125729061	0.0255412449
0.0239268471	-0.0065878963
0.0092113721	0.0111752575
-0.0260722762	-0.0182199841
0.0092113721	0.0111752575
-0.0398138716	-0.0480357774
0.0223348571	-0.0035564533
0.0158297572	0.0277530043
0.0114297346	0.0111786142
0.0158297572	0.0277530043
0.0315493593	0.0033034438
-0.0009563863	0.0021993170
0.0114297346	0.0111786142
-0.0009563863	0.0021993170
-0.0239722877	-0.0354091154
0.0273663260	-0.0024074147
0.0119671191	0.0266805351
-0.0043764918	-0.0026061991
0.0119671191	0.0266805351
0.0294934556	-0.0000646856
-0.0075095494	-0.0035679335
-0.0043764918	-0.0026061991
-0.0075095494	-0.0035679335
-0.0353079124	-0.0430190415
0.0363166042	0.0055627765
0.0141951457	0.0272194700
0.0015387525	0.0013590089
0.0141951457	0.0272194700
0.0319433108	0.0032124234
-0.0157811416	-0.0102750521
0.0015387525	0.0013590089
-0.0157811416	-0.0102750521
-0.0117697646	-0.0291190936
0.0275601689	-0.0018775992
0.0152107709	0.0267519998
0.0022022310	-0.0005419224
0.0152107709	0.0267519998
0.0259711747	-0.0031194479
-0.0292460102	-0.0247138875
0.0022022310	-0.0005419224
-0.0292460102	-0.0247138875
-0.0196177453	-0.0365428799
0.0300228594	0.0010734261
0.0100694540	0.0250670257
-0.0292784274	-0.0214403557
0.0100694540	0.0250670257
0.0315738507	0.0013166253
0.0150944340	0.0137697828
-0.0292784274	-0.0214403557
0.0150944340	0.0137697828
-0.0185057575	-0.0320912852
0.0298180504	0.0002952900
0.0123359888	0.0261850700
-0.0043897203	-0.0041838336
0.0123359888	0.0261850700
0.0225514488	-0.0060839953
-0.0343496055	-0.0281071481
-0.0043897203	-0.0041838336
-0.0343496055	-0.0281071481
-0.0326495576	-0.0414443050
0.0259443565	-0.0035104374
0.0101687951	0.0252150852
-0.0145068012	-0.0121705972
0.0101687951	0.0252150852
0.0281470710	-0.0009683734
0.0018851356	0.0010065845
-0.0145068012	-0.0121705972
0.0018851356	0.0010065845
-0.0273333244	-0.0369350230
0.0277842901	-0.0006044878
0.0152744478	0.0260721261
-0.0279104243	-0.0205525161
0.0152744478	0.0260721261
0.0283773461	0.0002301232
0.0024622163	0.0021004103
-0.0279104243	-0.0205525161
0.0024622163	0.0021004103
-0.0208692288	-0.0324217790
0.0270560181	-0.0031045863
0.0099778006	0.0254528257
-0.0198442739	-0.0135118002
0.0099778006	0.0254528257
0.0251773835	-0.0037469174
-0.0011720754	-0.0000014278
-0.0198442739	-0.0135118002
-0.0011720754	-0.0000014278
-0.0398042850	-0.0457012313
0.0282120289	-0.0001120999
0.0127499584	0.0274073158
0.0254414302	0.0227689394
0.0127499584	0.0274073158
0.0264090222	-0.0012389934
-0.0031521139	-0.0006688046
0.0254414302	0.0227689394
-0.0031521139	-0.0006688046
-0.0235780427	-0.0360453424
0.0280953914	-0.0012230597
0.0111229470	0.0249289110
-0.0224872192	-0.0152601018
0.0111229470	0.0249289110
0.0235286087	-0.0059023248
-0.0010099063	-0.0001867590
-0.0224872192	-0.0152601018
-0.0010099063	-0.0001867590
-0.0383797621	-0.0482792276
0.0258301201	-0.0051718321
0.0117545809	0.0269364498
-0.0223568468	-0.0148946052
0.0117545809	0.0269364498
0.0261366060	-0.0046114828
-0.0133031610	-0.0072128959
-0.0223568468	-0.0148946052
-0.0133031610	-0.0072128959
-0.0490016832	-0.0523801065
0.0321300485	0.0023719786
0.0117159956	0.0269922889
0.0004598699	0.0048606732
0.0117159956	0.0269922889
0.0256365543	-0.0018552659
-0.0283535662	-0.0204146779
0.0004598699	0.0048606732
-0.0283535662	-0.0204146779
-0.0138526306	-0.0295626118
0.0262889209	-0.0010135846
0.0128190794	0.0268912440
-0.0283702528	-0.0227363136
0.0128190794	0.0268912440
0.0249367228	-0.0027588957
0.0173936760	0.0147476242
-0.0283702528	-0.0227363136
0.0173936760	0.0147476242
-0.0299716171	-0.0392415865
0.0301063521	0.0020494155
0.0148108664	0.0258208801
-0.0154067522	-0.0124587383
0.0148108664	0.0258208801
0.0304526166	0.0033418837
0.0408155508	0.0335325443
-0.0154067522	-0.0124587383
0.0408155508	0.0335325443
-0.0167006394	-0.0344823544
0.0242107876	-0.0046485977
0.0187449685	0.0310060589
0.0285350141	0.0236006759
0.0187449685	0.0310060589
0.0242319151	-0.0054662668
-0.0086945482	-0.0040341584
0.0285350141	0.0236006759
-0.0086945482	-0.0040341584
-0.0327283829	-0.0439496286
0.0230227000	-0.0062246463
0.0116900320	0.0260938933
0.0166194280	0.0108534063
0.0116900320	0.0260938933
0.0242102391	-0.0042948591
0.0232515973	0.0162534257
0.0166194280	0.0108534063
0.0232515973	0.0162534257
-0.0316002280	-0.0435348370
0.0251983629	-0.0041014502
0.0102524886	0.0252447657
0.0241201186	0.0165869708
0.0102524886	0.0252447657
0.0298086207	-0.0004253302
0.0138563718	0.0065004455
0.0241201186	0.0165869708
0.0138563718	0.0065004455
-0.0226180868	-0.0386545312
0.0252477782	-0.0016518029
0.0143083676	0.0281913406
0.0118786271	0.0101230925
0.0143083676	0.0281913406
0.0313555646	0.0021010876
-0.0298127039	-0.0239210031
0.0118786271	0.0101230925
-0.0298127039	-0.0239210031
-0.0218190546	-0.0349836398
0.0210893116	-0.0057305361
0.0108506752	0.0268718506
-0.0363122268	-0.0265967809
0.0108506752	0.0268718506
0.0297623758	0.0002454948
0.0007479546	0.0047022338
-0.0363122268	-0.0265967809
0.0007479546	0.0047022338
-0.0441338750	-0.0495401296
0.0232989405	-0.0051494873
0.0127970559	0.0285439542
-0.0086926693	-0.0064199342
0.0127970559	0.0285439542
0.0294029953	-0.0006051770
0.0033422139	0.0028145853
-0.0086926693	-0.0064199342
0.0033422139	0.0028145853
-0.0340652879	-0.0408029518
0.0293843280	-0.0005452961
0.0142098228	0.0271617544
-0.0259653591	-0.0193879054
0.0142098228	0.0271617544
0.0275458007	-0.0015891975
0.0066658631	0.0047026121
-0.0259653591	-0.0193879054
0.0066658631	0.0047026121
-0.0254648875	-0.0401566125
-0.0143835235	-0.0445677552
-0.0145720178	0.0016270979
0.0284941658	0.0250472141
-0.0145720178	0.0016270979
-0.0193586589	-0.0485095623
0.0162694469	0.0168599475
0.0284941658	0.0250472141
0.0162694469	0.0168599475
-0.0691409963	-0.0878518983
-0.0162852917	-0.0447878387
-0.0114629857	0.0043584904
0.0112496533	0.0111266237
-0.0114629857	0.0043584904
-0.0197388033	-0.0519654278
0.0212135144	0.0184892760
0.0112496533	0.0111266237
0.0212135144	0.0184892760
-0.0677996074	-0.0886624293
-0.0085043079	-0.0406834173
-0.0144715066	0.0010468949
0.0122094614	0.0114217028
-0.0144715066	0.0010468949
-0.0125990990	-0.0432437626
0.0245529089	0.0214033740
0.0122094614	0.0114217028
0.0245529089	0.0214033740
-0.0578060382	-0.0806794410
-0.0191603434	-0.0487050225
-0.0182081642	-0.0052187960
0.0195118236	0.0154277578
-0.0182081642	-0.0052187960
-0.0220267695	-0.0519154419
0.0173040690	0.0158184769
0.0195118236	0.0154277578
0.0173040690	0.0158184769
-0.0743073948	-0.0942499370
-0.0170639267	-0.0481491225
-0.0168725061	-0.0000740617
0.0347535146	0.0303318270
-0.0168725061	-0.0000740617
-0.0130795074	-0.0436297222
0.0280707953	0.0268081334
0.0347535146	0.0303318270
0.0280707953	0.0268081334
-0.0635991000	-0.0837257018
-0.0268624018	-0.0522632086
-0.0106937057	0.0044948413
-0.0013390328	0.0007122213
-0.0106937057	0.0044948413
-0.0223447328	-0.0521162735
0.0279847246	0.0236178326
-0.0013390328	0.0007122213
0.0279847246	0.0236178326
-0.0478512476	-0.0746277729
0.0019202418	-0.0282944879
-0.0183297944	0.0000155201
0.0199712159	0.0177261659
-0.0183297944	0.0000155201
0.0030300136	-0.0297914112
0.0248130184	0.0219502750
0.0199712159	0.0177261659
0.0248130184	0.0219502750
-0.0505963185	-0.0720095488
-0.0152490247	-0.0446763329
-0.0118034099	0.0041509658
0.0278218774	0.0267470603
-0.0118034099	0.0041509658
-0.0163283105	-0.0471079699
0.0300172164	0.0273225471
0.0278218774	0.0267470603
0.0300172164	0.0273225471
-0.0644870555	-0.0853504052
-0.0156449498	-0.0458659786
-0.0102551278	0.0075786207
0.0115044150	0.0118565238
-0.0102551278	0.0075786207
-0.0162668169	-0.0477017900
0.0235777905	0.0205663075
0.0115044150	0.0118565238
0.0235777905	0.0205663075
-0.0679070229	-0.0866030080
-0.0158355049	-0.0454029169
-0.0106496126	0.0060457032
0.0146864079	0.0153207960
-0.0106496126	0.0060457032
-0.0155734926	-0.0482807634
0.0311067247	0.0268798298
0.0146864079	0.0153207960
0.0311067247	0.0268798298
-0.0707829471	-0.0881682933
-0.0192216479	-0.0492927574
-0.0159852679	0.0018161899
0.0251530862	0.0226983654
-0.0159852679	0.0018161899
-0.0130441722	-0.0458977111
0.0160986710	0.0149929874
0.0251530862	0.0226983654
0.0160986710	0.0149929874
-0.0770558287	-0.0925008913
-0.0163859192	-0.0484016128
-0.0087283443	0.0083762407
